GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,mua_type,TimeFrame,GeoVintage,Layer_Source,facility_provider_number,facility_name,facility_subcategory,address,total_beds,certified_beds,rural_status,ph_num,full_time_physicians,full_time_physician_assis,nurse_practitioners,other_full_time_personnel,hhs_region,facility_category,Point_Source,Location,ZipCode_long,Zipcode,Population,City,State,Hospital_Cost,CountyCode
Census Tract,20089576200,KS,20089576200,20089576200,Medically Underserved Area,2024,2010,HRSA,171309,JEWELL COUNTY HOSPITAL,Critical Access Hospitals,"100 Crestvue Ave, Mankato, KS 66956-2407",25,25,Yes,785-378-3137,0.2,1,0.5,53,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66956-2407,66956,19261,Mankato,KS,28840600,20089
Census Tract,20205097200,KS,20205097200,20205097200,Medically Underserved Area,2024,2010,HRSA,171344,WILSON MEDICAL CENTER,Critical Access Hospitals,"2600 Ottawa Rd, Neodesha, KS 66757-1897",35,25,Yes,620-325-2611,0.25,0,4.5,78,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66757-1897,66757,19261,Neodesha,KS,76118700,20205
Census Tract,20205097300,KS,20205097300,20205097300,Medically Underserved Area,2024,2010,HRSA,171374,FREDONIA REGIONAL HOSPITAL,Critical Access Hospitals,"1527 Madison St, Fredonia, KS 66736-1751",32,25,Yes,620-378-2121,0,0,0,69.1,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66736-1751,66736,19261,Fredonia,KS,76118700,20205
Census Tract,20169000100,KS,20169000100,20169000100,Medically Underserved Population,2024,2010,HRSA,170012,SALINA REGIONAL HEALTH CENTER,Short Term,"400 S Santa Fe Ave, Salina, KS 67401-4144",396,396,Yes,785-452-7000,69.2,11.9,29.6,811.8,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67401-4144,67401,19261,Salina,KS,435048000,20169
Census Tract,20169000100,KS,20169000100,20169000100,Medically Underserved Population,2024,2010,HRSA,170187,SALINA SURGICAL HOSPITAL,Short Term,"401 S Santa Fe Ave, Salina, KS 67401-4143",16,8,Yes,785-827-0610,0,0,0,39.1,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67401-4143,67401,19261,Salina,KS,435048000,20169
Census Tract,20009971300,KS,20009971300,20009971300,Medically Underserved Area,2024,2010,HRSA,171333,CLARA BARTON HOSPITAL,Critical Access Hospitals,"250 W 9th St, Hoisington, KS 67544-1706",25,25,Yes,620-653-2114,3,7,0,0,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67544-1706,67544,19261,Hoisington,KS,205618800,20009
Census Tract,20009971100,KS,20009971100,20009971100,Medically Underserved Area,2024,2010,HRSA,171301,ELLINWOOD DISTRICT HOSPITAL,Critical Access Hospitals,"300 N Park Ave, Ellinwood, KS 67526-1452",24,24,Yes,620-564-2548,2,0,1,38,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67526-1452,67526,19261,Ellinwood,KS,205618800,20009
Census Tract,20009971600,KS,20009971600,20009971600,Medically Underserved Area,2024,2010,HRSA,170191,UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,Short Term,"514 Cleveland St, Great Bend, KS 67530-3562",25,25,Yes,620-792-8833,0,7,15,166,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67530-3562,67530,19261,Great Bend,KS,205618800,20009
Census Tract,20065952200,KS,20065952200,20065952200,Medically Underserved Area,2024,2010,HRSA,171325,GRAHAM COUNTY HOSPITAL,Critical Access Hospitals,"304 W Prout St, Hill City, KS 67642-1435",18,18,Yes,785-421-2121,2,1,1,36,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67642-1435,67642,19261,Hill City,KS,22649800,20065
Census Tract,20203957600,KS,20203957600,20203957600,Medically Underserved Population,2024,2010,HRSA,171306,WICHITA COUNTY HEALTH CENTER,Critical Access Hospitals,"211 E Earl St, Leoti, KS 67861-9620",25,25,Yes,620-375-2233,1.5,1,0,50.25,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67861-9620,67861,19261,Leoti,KS,20151500,20203
Census Tract,20073965700,KS,20073965700,20073965700,Medically Underserved Area,2024,2010,HRSA,171339,GREENWOOD COUNTY HOSPITAL,Critical Access Hospitals,"100 W 16th St, Eureka, KS 67045-1064",25,25,Yes,620-583-7451,2,3,1,67,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67045-1064,67045,19261,Eureka,KS,55750400,20073
Census Tract,20119966700,KS,20119966700,20119966700,Not an MUA or MUP,2024,2010,HRSA,171321,MEADE DISTRICT HOSPITAL,Critical Access Hospitals,"510 E Carthage St, Meade, KS 67864-6401",25,25,Yes,620-873-2141,1,2,1,55,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67864-6401,67864,19261,Meade,KS,29644300,20119
Census Tract,20189965200,KS,20189965200,20189965200,Not an MUA or MUP,2024,2010,HRSA,171335,STEVENS COUNTY HOSPITAL,Critical Access Hospitals,"1006 S Jackson St, Hugoton, KS 67951-2858",17,17,Yes,620-544-8511,1,1,1,37,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67951-2858,67951,19261,Hugoton,KS,37071100,20189
Census Tract,20063955100,KS,20063955100,20063955100,Medically Underserved Area,2024,2010,HRSA,171367,GOVE COUNTY MEDICAL CENTER,Critical Access Hospitals,"520 W 5th St, Quinter, KS 67752-9705",25,25,Yes,785-754-3341,0,0,0,15,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67752-9705,67752,19261,Quinter,KS,22521600,20063
Census Tract,20183475800,KS,20183475800,20183475800,Medically Underserved Area,2024,2010,HRSA,171377,SMITH COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,"921 E Highway 36, Smith Center, KS 66967-9582",25,25,Yes,785-282-6845,5,0,3,84,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66967-9582,66967,19261,Smith Center,KS,34100800,20183
Census Tract,20167973800,KS,20167973800,20167973800,Medically Underserved Area,2024,2010,HRSA,171350,RUSSELL REGIONAL HOSPITAL,Critical Access Hospitals,"200 S Main St, Russell, KS 67665-2920",25,25,Yes,785-483-3131,4.2,0.1,3.5,83.56,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67665-2920,67665,19261,Russell,KS,57999200,20167
Census Tract,20133951800,KS,20133951800,20133951800,Not an MUA or MUP,2024,2010,HRSA,171380,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,Critical Access Hospitals,"629 S Plummer Ave, Chanute, KS 66720-1928",25,25,Yes,620-431-4000,3.8,2.8,0,189.2,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66720-1928,66720,19261,Chanute,KS,127726100,20133
Census Tract,20153950600,KS,20153950600,20153950600,Medically Underserved Area,2024,2010,HRSA,171307,RAWLINS COUNTY HEALTH CENTER,Critical Access Hospitals,"707 Grant St, Atwood, KS 67730-1526",15,15,Yes,785-626-3211,0,5.97,0,33.18,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67730-1526,67730,19261,Atwood,KS,24386800,20153
Census Tract,20161000600,KS,20161000600,20161000600,Not an MUA or MUP,2024,2010,HRSA,170205,"MANHATTAN SPECIALISTS CENTER, LLC",Short Term,"202 Research Dr, Manhattan, KS 66503-3049",1,1,No,785-579-9590,0,0,0,0,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66503-3049,66503,19261,Manhattan,KS,457031800,20161
Census Tract,20161000304,KS,20161000304,20161000304,Not an MUA or MUP,2024,2010,HRSA,170142,"ASCENSION VIA CHRISTI HOSPITAL MANHATTAN, INC",Short Term,"1823 College Ave, Manhattan, KS 66502-3346",150,150,No,785-776-2831,8,0,3,178,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66502-3346,66502,19261,Manhattan,KS,457031800,20161
Census Tract,20161000304,KS,20161000304,20161000304,Not an MUA or MUP,2024,2010,HRSA,170190,MANHATTAN SURGICAL HOSPITAL LLC,Short Term,"1829 College Ave, Manhattan, KS 66502-3381",13,13,No,785-776-5100,0,0,0,30,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66502-3381,66502,19261,Manhattan,KS,457031800,20161
Census Tract,20185470600,KS,20185470600,20185470600,Medically Underserved Area,2024,2010,HRSA,171323,STAFFORD COUNTY HOSPITAL,Critical Access Hospitals,"502 S Buckeye St, Stafford, KS 67578-2035",25,25,Yes,620-234-5221,0,0,0,1,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67578-2035,67578,19261,Stafford,KS,34187500,20185
Census Tract,20177002100,KS,20177002100,20177002100,Not an MUA or MUP,2024,2010,HRSA,170016,UNIVERSITY OF KANSAS HLTH SYSTEM ST FRANCIS CAMPUS,Short Term,"1700 SW 7th St, Topeka, KS 66606-2489",378,378,No,785-295-8000,27,3,0,846,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66606-2489,66606,19261,Topeka,KS,1481245500,20177
Census Tract,20177002100,KS,20177002100,20177002100,Not an MUA or MUP,2024,2010,HRSA,170086,STORMONT VAIL HOSPITAL,Short Term,"1500 SW 10th Ave, Topeka, KS 66604-1301",506,506,No,785-354-6121,209.3,43.3,176.4,3043.9,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66604-1301,66604,19261,Topeka,KS,1481245500,20177
Census Tract,20177002100,KS,20177002100,20177002100,Not an MUA or MUP,2024,2010,HRSA,173025,"KANSAS REHABILITATION HOSPITAL, A JOINT VENTURE OF",Rehabilitation,"1504 SW 8th Ave, Topeka, KS 66606-1632",72,72,No,785-235-6600,0,0,0,1,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66606-1632,66606,19261,Topeka,KS,1481245500,20177
Census Tract,47003950100,TN,47003950100,47003950100,Medically Underserved Population,2024,2010,HRSA,440137,VANDERBILT BEDFORD HOSPITAL,Short Term,"2835 Highway 231 N, Shelbyville, TN 37160-7327",104,104,Yes,931-685-5433,0,0,1,97,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),37160-7327,37160,3322,Shelbyville,TN,365330800,47003
Census Tract,20173007301,KS,20173007301,20173007301,Not an MUA or MUP,2024,2010,HRSA,173028,"ASCENSION VIA CHRISTI REHABILITATION HOSPITAL, INC",Rehabilitation,"1151 N Rock Rd, Wichita, KS 67206-1262",30,30,No,316-634-3400,0,0,19.25,22.2,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67206-1262,67206,19261,Wichita,KS,3776188400,20173
Census Tract,20173001100,KS,20173001100,20173001100,Medically Underserved Area,2024,2010,HRSA,170123,WESLEY MEDICAL CENTER,Short Term,"550 N Hillside St, Wichita, KS 67214-4910",859,859,No,316-962-2000,0,0,0,1355,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67214-4910,67214,19261,Wichita,KS,3776188400,20173
Census Tract,20173010004,KS,20173010004,20173010004,Not an MUA or MUP,2024,2010,HRSA,170204,"ROCK REGIONAL HOSPITAL, LLC",Short Term,"3251 N Rock Rd, Derby, KS 67037-3850",31,31,No,316-425-2400,0,0,0,51.6,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67037-3850,67037,19261,Derby,KS,3776188400,20173
Census Tract,20173009507,KS,20173009507,20173009507,Not an MUA or MUP,2024,2010,HRSA,170200,"ASCENSION VIA CHRISTI HOSPITAL ST. TERESA, INC.",Short Term,"14800 W Saint Teresa St, Wichita, KS 67235-9602",68,68,No,316-268-5000,5,0,4,119.6,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67235-9602,67235,19261,Wichita,KS,3776188400,20173
Census Tract,20173000400,KS,20173000400,20173000400,Medically Underserved Area,2024,2010,HRSA,170122,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",Short Term,"929 N Saint Francis St, Wichita, KS 67214",1412,1412,No,316-268-5000,16.63,1.8,3.9,940.29,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),", KS 67214",67214,19261,Wichita,KS,3776188400,20173
Census Tract,20173000400,KS,20173000400,20173000400,Medically Underserved Area,2024,2010,HRSA,172007,SELECT SPECIALTY HOSPITAL WICHITA,Long Term,"929 N Saint Francis Ave, Wichita, KS 67214-3821",48,48,No,316-962-3930,0,0,0,48,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67214-3821,67214,19261,Wichita,KS,3776188400,20173
Census Tract,20173010300,KS,20173010300,20173010300,Not an MUA or MUP,2024,2010,HRSA,174026,CORTERRA OF WICHITA LLC,Psychiatric,"7447 W Village Cir, Wichita, KS 67205-2625",24,24,No,316-372-8892,0,0,0,6,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67205-2625,67205,19261,Wichita,KS,3776188400,20173
Census Tract,20121100500,KS,20121100500,20121100500,Medically Underserved Area,2024,2010,HRSA,170109,MIAMI COUNTY MEDICAL CENTER,Short Term,"2100 Baptiste Dr, Paola, KS 66071-1314",39,39,Yes,913-557-4385,0,0,0,4,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66071-1314,66071,19261,Paola,KS,273422600,20121
Census Tract,20121100700,KS,20121100700,20121100700,Medically Underserved Area,2024,2010,HRSA,174022,ADAIR ACUTE CARE AT OSAWATOMIE STATE HOSPITAL,Psychiatric,"500 State Hospital Dr, Osawatomie, KS 66064-1813",60,60,Yes,913-755-7100,6,0,0,112,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66064-1813,66064,19261,Osawatomie,KS,273422600,20121
Census Tract,20123176600,KS,20123176600,20123176600,Medically Underserved Area,2024,2010,HRSA,171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,Critical Access Hospitals,"400 W 8th St, Beloit, KS 67420-1605",35,25,Yes,785-738-2266,0,0,0,167.11,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67420-1605,67420,19261,Beloit,KS,50355900,20123
Census Tract,20045000501,KS,20045000501,20045000501,Medically Underserved Population,2024,2010,HRSA,170137,LMH,Short Term,"325 Maine St, Lawrence, KS 66044-1360",157,157,No,785-505-5000,96.38,12.4,35,1018,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),66044-1360,66044,19261,Lawrence,KS,862357600,20045
Census Tract,20093959100,KS,20093959100,20093959100,Medically Underserved Area,2024,2010,HRSA,171313,KEARNY COUNTY HOSPITAL,Critical Access Hospitals,"500 E Thorpe St, Lakin, KS 67860-9625",25,25,Yes,620-355-7111,1.5,0.75,0,67.83,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67860-9625,67860,19261,Lakin,KS,27361900,20093
Census Tract,20151968800,KS,20151968800,20151968800,Medically Underserved Area,2024,2010,HRSA,170027,PRATT REGIONAL MEDICAL CENTER,Short Term,"200 Commodore St, Pratt, KS 67124-2903",35,35,Yes,620-672-7451,12,9,16,154,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67124-2903,67124,19261,Pratt,KS,77628200,20151
Census Tract,20053086700,KS,20053086700,20053086700,Medically Underserved Area,2024,2010,HRSA,171327,ELLSWORTH COUNTY MEDICAL CENTER,Critical Access Hospitals,"1604 Aylward Ave, Ellsworth, KS 67439-2541",18,18,Yes,785-472-3111,3,2,2.5,31.5,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67439-2541,67439,19261,Ellsworth,KS,50106500,20053
Census Tract,20191962300,KS,20191962300,20191962300,Medically Underserved Area,2024,2010,HRSA,171329,CALDWELL REGIONAL MEDICAL CENTER,Critical Access Hospitals,"761 W 175th St S, Caldwell, KS 67022",25,25,Yes,620-845-6492,0,0,2,15.25,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),", KS 67022",67022,19261,Caldwell,KS,186904200,20191
Census Tract,20115489600,KS,20115489600,20115489600,Medically Underserved Area,2024,2010,HRSA,171357,HILLSBORO COMMUNITY HOSPITAL,Critical Access Hospitals,"101 Industrial Rd, Hillsboro, KS 67063-9602",15,15,Yes,620-947-3114,2,1,1,22.6,Region 7,Hospital,HRSA,United States with inhabited territories (Nation),67063-9602,67063,19261,Hillsboro,KS,101091200,20115
Census Tract,21097950500,KY,21097950500,21097950500,Not an MUA or MUP,2024,2010,HRSA,180079,HARRISON MEMORIAL HOSPITAL,Short Term,"1210 KY Highway 36 E, Cynthiana, KY 41031-7490",61,61,Yes,859-234-2300,1,0,0,147.25,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),41031-7490,41031,3322,Cynthiana,KY,161374800,21097
Census Tract,21067002500,KY,21067002500,21067002500,Not an MUA or MUP,2024,2010,HRSA,180010,SAINT JOSEPH HOSPITAL,Short Term,"1 Saint Joseph Dr, Lexington, KY 40504-3742",468,446,No,859-313-1000,1,1,0,1056,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40504-3742,40504,3322,Lexington,KY,2386046300,21067
Census Tract,21067002500,KY,21067002500,21067002500,Not an MUA or MUP,2024,2010,HRSA,182002,"CONTINUING CARE HOSPITAL, INC",Long Term,"1 Saint Joseph Dr, Lexington, KY 40504-3742",57,57,No,859-268-4800,0,1,0,0,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40504-3742,40504,3322,Lexington,KY,2386046300,21067
Census Tract,21067002400,KY,21067002400,21067002400,Not an MUA or MUP,2024,2010,HRSA,180103,BAPTIST HEALTH LEXINGTON,Short Term,"1740 Nicholasville Rd, Lexington, KY 40503-1431",371,371,No,859-260-6104,10.53,3.5,3.93,1044.03,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40503-1431,40503,3322,Lexington,KY,2386046300,21067
Census Tract,21067001900,KY,21067001900,21067001900,Not an MUA or MUP,2024,2010,HRSA,183026,CARDINAL HILL REHABILITATION HOSPITAL,Rehabilitation,"2050 Versailles Rd, Lexington, KY 40504-1405",158,158,No,859-254-5701,0,0,0,202.01,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40504-1405,40504,3322,Lexington,KY,2386046300,21067
Census Tract,21107970300,KY,21107970300,21107970300,Not an MUA or MUP,2024,2010,HRSA,180093,BAPTIST HEALTH DEACONESS MADISONVILLE,Short Term,"900 Hospital Dr, Madisonville, KY 42431-1644",390,390,Yes,270-825-5100,16.7,1,2.8,777.94,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),42431-1644,42431,3322,Madisonville,KY,379419700,21107
Census Tract,21107970300,KY,21107970300,21107970300,Not an MUA or MUP,2024,2010,HRSA,182009,CONTINUECARE HOSPITAL AT BAPTIST HLTH MADISONVILLE,Long Term,"900 Hospital Dr, Madisonville, KY 42431-1644",35,35,Yes,270-825-5450,0,0,0,6,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),42431-1644,42431,3322,Madisonville,KY,379419700,21107
Census Tract,21217920300,KY,21217920300,21217920300,Medically Underserved Area,2024,2010,HRSA,180087,TAYLOR REGIONAL HOSPITAL,Short Term,"1700 Old Lebanon Rd, Campbellsville, KY 42718-9615",90,90,Yes,270-465-3561,0,0,0,298.6,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),42718-9615,42718,3322,Campbellsville,KY,209538100,21217
Census Tract,21071920100,KY,21071920100,21071920100,Not an MUA or MUP,2024,2010,HRSA,180005,HIGHLANDS ARH REGIONAL MEDICAL CENTER,Short Term,"5000 Kentucky State Highway 321, Prestonsburg, KY 41653",166,166,Yes,606-886-8511,8,0,1,227,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),", KY 41653",41653,3322,Prestonsburg,KY,302596600,21071
Census Tract,21071920600,KY,21071920600,21071920600,Not an MUA or MUP,2024,2010,HRSA,181331,MCDOWELL ARH HOSPITAL,Critical Access Hospitals,"9879 Kentucky State Highway 122, Mc Dowell, KY 41647-6026",25,25,Yes,606-377-3400,1.5,0,0,60.3,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),41647-6026,41647,3322,Mc Dowell,KY,302596600,21071
Census Tract,21071920800,KY,21071920800,21071920800,Not an MUA or MUP,2024,2010,HRSA,181305,ARH OUR LADY OF THE WAY,Critical Access Hospitals,"11203 Main St, Martin, KY 41649-7999",25,25,Yes,606-285-6400,4.4,1,0,77.2,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),41649-7999,41649,3322,Martin,KY,302596600,21071
Census Tract,21121930602,KY,21121930602,21121930602,Medically Underserved Area,2024,2010,HRSA,181328,BARBOURVILLE ARH HOSPITAL,Critical Access Hospitals,"80 Hospital Dr, Barbourville, KY 40906-7363",25,25,Yes,606-546-4175,6,0,0,101,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40906-7363,40906,3322,Barbourville,KY,238795000,21121
Census Tract,21067000802,KY,21067000802,21067000802,Not an MUA or MUP,2024,2010,HRSA,180067,UNIVERSITY OF KENTUCKY HOSPITAL,Short Term,"800 Rose St, Lexington, KY 40536",791,750,No,859-257-2278,0,0,4.87,2969.29,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),", KY 40536",40536,3322,Lexington,KY,2386046300,21067
Census Tract,21067000802,KY,21067000802,21067000802,Not an MUA or MUP,2024,2010,HRSA,189802,UNIVERSITY OF KENTUCKY CHANDLER HOSPITAL,Transplant Hospitals,"800 Rose St, Lexington, KY 40536",0,0,No,859-323-5470,0,0,0,0,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),", KY 40536",40536,3322,Lexington,KY,2386046300,21067
Census Tract,21067003912,KY,21067003912,21067003912,Not an MUA or MUP,2024,2010,HRSA,180143,CHI SAINT JOSEPH EAST,Short Term,"150 N Eagle Creek Dr, Lexington, KY 40509-1805",217,217,No,859-967-5000,1,5,1,357.36,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40509-1805,40509,3322,Lexington,KY,2386046300,21067
Census Tract,21067003911,KY,21067003911,21067003911,Not an MUA or MUP,2024,2010,HRSA,184009,THE RIDGE BEHAVIORAL HEALTH SYSTEM,Psychiatric,"3050 Rio Dosa Dr, Lexington, KY 40509-1540",110,90,No,859-269-2325,3,0,0,88.79,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40509-1540,40509,3322,Lexington,KY,2386046300,21067
Census Tract,21067003803,KY,21067003803,21067003803,Medically Underserved Area,2024,2010,HRSA,184004,EASTERN STATE HOSPITAL,Psychiatric,"1350 Bull Lea Rd, Lexington, KY 40511-1247",323,323,No,859-246-8000,13.49,0,1,337.46,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40511-1247,40511,3322,Lexington,KY,2386046300,21067
Census Tract,21035010500,KY,21035010500,21035010500,Not an MUA or MUP,2024,2010,HRSA,180027,MURRAY-CALLOWAY COUNTY HOSPITAL,Short Term,"803 Poplar St, Murray, KY 42071-2432",140,140,Yes,270-762-1100,11.9,0.5,7.8,651.17,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),42071-2432,42071,3322,Murray,KY,299130200,21035
Census Tract,21111005900,KY,21111005900,21111005900,Medically Underserved Area,2024,2010,HRSA,180040,UOFL HEALTH - JEWISH HOSPITAL,Short Term,"200 Abraham Flexner Way, Louisville, KY 40202-2877",1261,1261,No,502-587-4011,165.07,9.49,31.64,3367.99,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40202-2877,40202,3322,Louisville,KY,6328919400,21111
Census Tract,21111005900,KY,21111005900,21111005900,Medically Underserved Area,2024,2010,HRSA,180088,NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,Short Term,"200 E Chestnut St, Louisville, KY 40202-1831",1730,1730,No,502-629-8000,237,6.15,55.7,5364.98,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40202-1831,40202,3322,Louisville,KY,6328919400,21111
Census Tract,21111005900,KY,21111005900,21111005900,Medically Underserved Area,2024,2010,HRSA,180141,UNIVERSITY OF LOUISVILLE HOSPITAL,Short Term,"530 S Jackson St, Louisville, KY 40202-1675",404,404,No,502-562-3000,0,0,23.4,1455.5,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40202-1675,40202,3322,Louisville,KY,6328919400,21111
Census Tract,21111005900,KY,21111005900,21111005900,Medically Underserved Area,2024,2010,HRSA,189800,JEWISH HOSPITAL AND ST MARY'S HEALTHCARE,Transplant Hospitals,"200 Abraham Flexner Way, Louisville, KY 40202-2877",0,0,No,502-587-4342,0,0,0,0,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40202-2877,40202,3322,Louisville,KY,6328919400,21111
Census Tract,21111005900,KY,21111005900,21111005900,Medically Underserved Area,2024,2010,HRSA,189801,NORTON CHILDREN'S HOSPITAL,Transplant Hospitals,"231 E Chestnut St, Louisville, KY 40202-1821",0,0,No,502-629-2087,0,0,0,0,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40202-1821,40202,3322,Louisville,KY,6328919400,21111
Census Tract,21013960200,KY,21013960200,21013960200,Medically Underserved Area,2024,2010,HRSA,180154,"PINEVILLE COMMUNITY HEALTH CENTER, INC",Short Term,"850 Riverview Ave, Pineville, KY 40977",120,120,Yes,606-337-3051,0,0,2,32,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),", KY 40977",40977,3322,Pineville,KY,208006000,21013
Census Tract,21013960600,KY,21013960600,21013960600,Medically Underserved Area,2024,2010,HRSA,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,Short Term,"3600 Cumberland Ave, Middlesboro, KY 40965-2614",96,96,Yes,606-242-1100,6,0,0,156,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40965-2614,40965,3322,Middlesboro,KY,208006000,21013
Census Tract,21137920102,KY,21137920102,21137920102,Medically Underserved Area,2024,2010,HRSA,181315,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,Critical Access Hospitals,"110 Metker Trl, Stanford, KY 40484-1020",25,25,Yes,606-365-4788,0,0,0,75,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40484-1020,40484,3322,Stanford,KY,201584800,21137
Census Tract,21111011102,KY,21111011102,21111011102,Not an MUA or MUP,2024,2010,HRSA,183033,BAPTIST HEALTH REHABILITATION HOSPITAL,Rehabilitation,"11800 Bluegrass Pkwy, Louisville, KY 40299-2303",40,40,No,502-253-5342,0,0,0,63.7,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40299-2303,40299,3322,Louisville,KY,6328919400,21111
Census Tract,21111010602,KY,21111010602,21111010602,Not an MUA or MUP,2024,2010,HRSA,184007,THE BROOK HOSPITAL - DUPONT,Psychiatric,"1405 Browns Ln, Louisville, KY 40207-4608",94,94,No,502-896-0495,0,0,0,95,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40207-4608,40207,3322,Louisville,KY,6328919400,21111
Census Tract,40055967200,OK,40055967200,40055967200,Medically Underserved Area,2024,2010,HRSA,371330,MANGUM REGIONAL MEDICAL CENTER,Critical Access Hospitals,"1 Wickersham Dr, Mangum, OK 73554",18,18,Yes,580-782-3353,0,2,4,0,Region 6,Hospital,HRSA,United States with inhabited territories (Nation),", OK 73554",73554,8,Mangum,OK,36469400,40055
Census Tract,21111010403,KY,21111010403,21111010403,Not an MUA or MUP,2024,2010,HRSA,184015,CENTRAL STATE HOSPITAL,Psychiatric,"10510 La Grange Rd, Louisville, KY 40223-1277",192,192,No,502-253-7045,10,0,3,375,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40223-1277,40223,3322,Louisville,KY,6328919400,21111
Census Tract,21111010319,KY,21111010319,21111010319,Not an MUA or MUP,2024,2010,HRSA,183032,"UOFLHEALTH,FRAZIERREHABILITATIONHOSPITAL-BROWNSBOR",Rehabilitation,"5000 Chamberlain Ln, Louisville, KY 40241-1162",40,40,No,502-861-9600,0,0,0,32,Region 4,Hospital,HRSA,United States with inhabited territories (Nation),40241-1162,40241,3322,Louisville,KY,6328919400,21111
